desc,eval,img,intro,name,num,star
宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。,251174人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456676352.jpg,"
                            导演: 宫崎骏 Hayao Miyazaki   主演: 高山南 Minami Takayama / 佐久间玲 Re...,
                            1989 / 日本 / 动画 奇幻 冒险
                        ",魔女宅急便,188,8.5
一个单凭体香达到高潮的男人。,336557人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p470006658.jpg,"
                            导演: 汤姆·提克威 Tom Tykwer   主演: 本·卫肖 Ben Whishaw / 艾伦·瑞克...,
                            2006 / 德国 法国 西班牙 美国 / 剧情 犯罪 奇幻
                        ",香水,189,8.5
世界离独裁只有五天。,161598人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1344888983.jpg,"
                            导演: 丹尼斯·甘塞尔 Dennis Gansel   主演: 尤尔根·沃格尔 Jürgen Vogel ...,
                            2008 / 德国 / 剧情 惊悚
                        ",浪潮,190,8.7
当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。,318069人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1140984198.jpg,"
                            导演: 史蒂芬·戴德利 Stephen Daldry   主演: 凯特·温丝莱特 Kate Winslet ...,
                            2008 / 美国 德国 / 剧情 爱情
                        ",朗读者,191,8.5
想你时你在闹海。,108445人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2516566783.jpg,"
                            导演: 严定宪 Dingxian Yan / 王树忱 Shuchen Wang   主演: 梁正晖 Zhenghui ...,
                            1979 / 中国大陆 / 冒险 动画 奇幻
                        ",哪吒闹海,192,8.9
坚硬的信仰。,158679人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2363208684.jpg,"
                            导演: 陆川 Chuan Lu   主演: 多布杰 Duobujie / 张磊 Lei Zhang / 亓亮 Qi L...,
                            2004 / 中国大陆 香港 / 剧情 犯罪
                        ",可可西里,193,8.7
不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。,201862人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443461818.jpg,"
                            导演: Andy Wachowski / Larry Wachowski   主演: 基努·里维斯 Keanu Reeves...,
                            2003 / 美国 澳大利亚 / 动作 科幻
                        ",黑客帝国3：矩阵革命,194,8.6
是枝裕和的家庭习作。,186121人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2232247487.jpg,"
                            导演: 是枝裕和 Hirokazu Koreeda   主演: 绫濑遥 Haruka Ayase / 长泽雅美 M...,
                            2015 / 日本 / 剧情 家庭
                        ",海街日记,195,8.7
哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。,239501人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1597183981.jpg,"
                            导演: 道格·里曼 Doug Liman   主演: 马特·达蒙 Matt Damon / 弗兰卡·波坦...,
                            2002 / 美国 德国 捷克 / 动作 悬疑 惊悚
                        ",谍影重重,196,8.5
做一颗让别人需要你的棋子。,208596人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453719066.jpg,"
                            导演: 安德鲁·尼科尔 Andrew Niccol   主演: 尼古拉斯·凯奇 Nicolas Cage /...,
                            2005 / 美国 法国 / 剧情 犯罪
                        ",战争之王,197,8.6
谁说王家卫镜头很晃？,200356人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p667644866.jpg,"
                            导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...,
                            2004 / 美国 德国 / 动作 悬疑 惊悚
                        ",谍影重重2,198,8.6
弱者送给弱者的一刀。,135197人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p848381236.jpg,"
                            导演: 杨德昌 Edward Yang   主演: 张震 Chen Chang / 杨静怡 Lisa Yang / 张...,
                            1991 / 台湾 / 剧情 犯罪
                        ",牯岭街少年杀人事件,199,8.8
天使保护事件始末。,108423人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1973489335.jpg,"
                            导演: 阿米尔·汗 Aamir Khan   主演: 达席尔·萨法瑞 Darsheel Safary / 阿...,
                            2007 / 印度 / 剧情 儿童 家庭
                        ",地球上的星星,200,8.9
只有有信仰的人才能说出事实真相。,158123人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2189835254.jpg,"
                            导演: 阿斯哈·法哈蒂  Asghar Farhadi   主演: 佩曼·莫阿迪 Peyman Moadi /...,
                            2011 / 伊朗 法国 / 剧情 家庭
                        ",一次别离,201,8.7
诺兰的牛逼来源于内心散发出的恐惧。,100119人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1150103377.jpg,"
                            导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 杰里米·西奥伯德 Jeremy...,
                            1998 / 英国 / 犯罪 悬疑 惊悚
                        ",追随,202,8.9
人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。,278542人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p584021784.jpg,"
                            导演: 徐克 Hark Tsui   主演: 张曼玉 Maggie Cheung / 王祖贤 Joey Wang / ...,
                            1993 / 香港 / 剧情 爱情 奇幻 古装
                        ",青蛇,203,8.5
故事的反转与反转，分裂电影的始祖。,107949人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1021883305.jpg,"
                            导演: Alfred Hitchcock   主演: Janet Leigh / Anthony Perkins / Vera Miles,
                            1960 / 美国 / 悬疑 惊悚 恐怖
                        ",惊魂记,204,8.9
天使与魔鬼的冲撞。,206227人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p659411589.jpg,"
                            导演: 保罗·哈吉斯 Paul Haggis   主演: 桑德拉·布洛克 Sandra Bullock / ...,
                            2004 / 美国 德国 / 犯罪 剧情
                        ",撞车,205,8.6
少见的超越首部的续集，动作片中的经典。,180873人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910909085.jpg,"
                            导演: 詹姆斯·卡梅隆 James Cameron   主演: 阿诺·施瓦辛格 Arnold Schwarz...,
                            1991 / 美国 法国 / 动作 科幻
                        ",终结者2：审判日,206,8.6
爱我就给我看你的播放列表。,222349人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2250287733.jpg,"
                            导演: 约翰·卡尼 John Carney   主演: 凯拉·奈特莉 Keira Knightley / 马克...,
                            2013 / 美国 / 喜剧 爱情 音乐
                        ",再次出发之纽约遇见你,207,8.5
中国版《两杆大烟枪》。,409431人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p712241453.jpg,"
                            导演: 宁浩 Hao Ning   主演: 郭涛 Tao Guo / 刘桦 Hua Liu / 连晋 Teddy Lin,
                            2006 / 中国大陆 香港 / 喜剧 犯罪
                        ",疯狂的石头,208,8.4
宝莱坞的萝莉与大叔。,235246人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2510956726.jpg,"
                            导演: 卡比尔·汗 Kabir Khan   主演: 萨尔曼·汗 Salman Khan / 哈莎莉·马...,
                            2015 / 印度 / 剧情 喜剧 动作
                        ",小萝莉的猴神大叔,209,8.5
邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。,487823人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p988260245.jpg,"
                            导演: 邓肯·琼斯 Duncan Jones   主演: 杰克·吉伦哈尔 Jake Gyllenhaal / ...,
                            2011 / 美国 加拿大 / 科幻 悬疑 惊悚
                        ",源代码,210,8.4
日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。,120344人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p672446737.jpg,"
                            导演: 是枝裕和 Hirokazu Koreeda   主演: 阿部宽 Hiroshi Abe / 夏川结衣 Yu...,
                            2008 / 日本 / 剧情 家庭
                        ",步履不停,211,8.8
嬉笑怒骂，调风动月。,234276人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1421018669.jpg,"
                            导演: 李惠民 Raymond Lee   主演: 张曼玉 Maggie Cheung / 林青霞 Brigitte ...,
                            1992 / 香港 中国大陆 / 动作 爱情 武侠 古装
                        ",新龙门客栈,212,8.5
一场没有春天的噩梦。,134792人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p884936202.jpg,"
                            导演: 达伦·阿伦诺夫斯基 Darren Aronofsky   主演: 艾伦·伯斯汀 Ellen Bur...,
                            2000 / 美国 / 剧情
                        ",梦之安魂曲,213,8.7
黑小鸭速效美白记。,575495人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1505312273.jpg,"
                            导演: 普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn / 华森·波克彭...,
                            2010 / 泰国 / 剧情 喜剧 爱情
                        ",初恋这件小事,214,8.3
东京那么大，如果有一天走失了，恐怕一辈子不能再相见。,65465人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910832390.jpg,"
                            导演: 小津安二郎 Yasujirô Ozu   主演: 笠智众 Chishû Ryû / 原节...,
                            1953 / 日本 / 剧情 家庭
                        ",东京物语,215,9.2
所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。,149329人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2074715729.jpg,"
                            导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...,
                            2013 / 美国 希腊 / 剧情 爱情
                        ",爱在午夜降临前,216,8.8
永远的小人物，伟大的卓别林。,58622人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2170238803.jpg,"
                            导演: Charles Chaplin   主演: 查理·卓别林 Charles Chaplin / 弗吉尼亚·...,
                            1931 / 美国 / 喜剧 剧情 爱情
                        ",城市之光,217,9.3
昆汀同学越来越变态了，比北野武还杜琪峰。,269943人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p770734475.jpg,"
                            导演: Quentin Tarantino   主演: 布拉德·皮特 Brad Pitt / 梅拉尼·罗兰 M...,
                            2009 / 美国 德国 / 剧情 犯罪
                        ",无耻混蛋,218,8.5
天使暂时离开。,132237人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p767586451.jpg,"
                            导演: Frank Darabont   主演: 汤姆·汉克斯 Tom Hanks / 大卫·摩斯 David M...,
                            1999 / 美国 / 犯罪 剧情 奇幻 悬疑
                        ",绿里奇迹,219,8.7
传奇的年代，醉人的童话。,70245人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p842504080.jpg,"
                            导演: 王树忱 Shuchen Wang / 钱运达 Yunda Qian   主演: 丁建华 Jianhua Din...,
                            1983(中国大陆) / 2019(中国大陆重映) / 中国大陆 / 动画 奇幻
                        ",天书奇谭,220,9.1
科幻真正的魅力不是视觉效果能取代的。,227637人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p513303986.jpg,"
                            导演: 理查德·沙因克曼 Richard Schenkman   主演: 大卫·李·史密斯 David ...,
                            2007 / 美国 / 剧情 科幻
                        ",这个男人来自地球,221,8.5
小成本大魅力。,244426人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2187896711.jpg,"
                            导演: 詹姆斯·沃德·布柯特 James Ward Byrkit   主演: 艾米丽·芭尔多尼 Em...,
                            2013 / 美国 英国 / 科幻 悬疑 惊悚
                        ",彗星来的那一夜,222,8.5
生病的E.T.皮肤的颜色就像柿子饼。,194397人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p984732992.jpg,"
                            导演: Steven Spielberg   主演: Henry Thomas / Dee Wallace / Robert MacNa...,
                            1982 / 美国 / 剧情 科幻
                        ",E.T. 外星人,223,8.5
没有了退路，只好飞向自由。,127138人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p794583044.jpg,"
                            导演: 雷德利·斯科特 Ridley Scott   主演: 吉娜·戴维斯 Geena Davis / 苏...,
                            1991 / 美国 法国 / 犯罪 剧情 惊悚
                        ",末路狂花,224,8.7
每个美丽事物背后都是滴血的现实。,172919人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1244017073.jpg,"
                            导演: 爱德华·兹威克 Edward Zwick   主演: 莱昂纳多·迪卡普里奥 Leonardo ...,
                            2006 / 美国 德国 / 剧情 惊悚 冒险
                        ",血钻,225,8.6
类型片的极致。,169712人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p636048104.jpg,"
                            导演: 迈克尔·贝 Michael Bay   主演: 肖恩·康纳利 Sean Connery / 尼古拉...,
                            1996 / 美国 / 动作 冒险
                        ",勇闯夺命岛,226,8.6
,76879人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2332944143.jpg,"
                            导演: 阿兰·葛斯彭纳 Alain Gsponer   主演: 阿努克·斯特芬 Anuk Steffen /...,
                            2015 / 德国 瑞士 南非 / 剧情 冒险 家庭
                        ",海蒂和爷爷,227,9.1
当发哥的风衣、墨镜出现在了凯奇身上⋯⋯,254779人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173855883.jpg,"
                            导演: 吴宇森 John Woo   主演: 约翰·特拉沃尔塔 John Travolta / 尼古拉斯...,
                            1997 / 美国 / 动作 科幻 犯罪 惊悚
                        ",变脸,228,8.4
新闻人的理性求真。,158745人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2263822658.jpg,"
                            导演: 托马斯·麦卡锡 Thomas McCarthy   主演: 马克·鲁弗洛 Mark Ruffalo /...,
                            2015 / 美国 / 剧情 传记
                        ",聚焦,229,8.8
青春就是放弃和怀念。,376818人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p982896012.jpg,"
                            导演: 新海诚 Makoto Shinkai   主演: 水桥研二 Kenji Mizuhashi / 近藤好美 ...,
                            2007 / 日本 / 动画 剧情 爱情
                        ",秒速5厘米,230,8.3
我完全康复了。,220495人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p529908155.jpg,"
                            导演: Stanley Kubrick   主演: Malcolm McDowell / Patrick Magee / Michael...,
                            1971 / 英国 美国 / 犯罪 剧情 科幻
                        ",发条橙,231,8.5
最棒的西部片。,65100人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2101693489.jpg,"
                            导演: Sergio Leone   主演: Clint Eastwood / Eli Wallach / Lee Van Cleef,
                            1966 / 意大利 西班牙 西德 / 冒险 西部
                        ",黄金三镖客,232,9.1
现代科幻电影的开山之作，最伟大导演的最伟大影片。,129074人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792189453.jpg,"
                            导演: 斯坦利·库布里克 Stanley Kubrick   主演: 凯尔·杜拉 Keir Dullea / ...,
                            1968 / 英国 美国 / 科幻 惊悚 冒险
                        ",2001太空漫游,233,8.7
世界上有那么多女人那么多酒馆，但她偏偏走进我的这家。,149008人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1244791866.jpg,"
                            导演: 迈克尔·柯蒂兹 Michael Curtiz   主演: 亨弗莱·鲍嘉 Humphrey Bogart...,
                            1942 / 美国 / 剧情 爱情 战争
                        ",卡萨布兰卡,234,8.6
我不信仰上帝，但我敬畏上帝。,148362人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2537319495.jpg,"
                            导演: 布莱恩·辛格 Bryan Singer   主演: 史蒂芬·鲍德温 Stephen Baldwin /...,
                            1995 / 德国 美国 / 剧情 犯罪 悬疑 惊悚
                        ",非常嫌疑犯,235,8.6
还原真实而残酷的战争。,151695人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910900710.jpg,"
                            导演: 雷德利·斯科特 Ridley Scott   主演: 乔什·哈奈特 Josh Hartnett / ...,
                            2001 / 美国 / 动作 历史 战争
                        ",黑鹰坠落,236,8.6
皇上无话儿。,406831人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p768879237.jpg,"
                            导演: 汤姆·霍珀 Tom Hooper   主演: 柯林·菲尔斯 Colin Firth / 杰弗里·...,
                            2010 / 英国 澳大利亚 美国 / 剧情 传记 历史
                        ",国王的演讲,237,8.3
你要相信，这世上真的有爱存在，不管在什么年纪,75823人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1075591188.jpg,"
                            导演: 秋昌民 Chang-min Choo   主演: 宋在河 Jae-ho Song / 李顺载 Soon-jae...,
                            2011 / 韩国 / 剧情 爱情
                        ",我爱你,238,9.0
每个人的内心都是深不可测的大海。,221568人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p571671715.jpg,"
                            导演: 萨姆·门德斯 Sam Mendes   主演: 凯文·史派西 Kevin Spacey / 安妮特...,
                            1999 / 美国 / 剧情 爱情 家庭
                        ",美国丽人,239,8.5
一部能引人思考的科幻励志片。,116147人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2195672555.jpg,"
                            导演: 安德鲁·尼科尔 Andrew Niccol   主演: 伊桑·霍克 Ethan Hawke / 乌玛...,
                            1997 / 美国 / 剧情 科幻 惊悚
                        ",千钧一发,240,8.7
在那片深蓝中，感受来自大海的忧伤寂寞与美丽自由。,118604人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p455722535.jpg,"
                            导演: Luc Besson   主演: 让-马克·巴尔 Jean-Marc Barr / 让·雷诺 Jean Re...,
                            1988 / 法国 美国 意大利 / 剧情 爱情
                        ",碧海蓝天,241,8.7
用剩余不多的时间，去燃烧整个生命。,166889人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p708613284.jpg,"
                            导演: 罗伯·莱纳 Rob Reiner   主演: 杰克·尼科尔森 Jack Nicholson / 摩根...,
                            2007 / 美国 / 冒险 喜剧 剧情
                        ",遗愿清单,242,8.5
"In memory, love lives forever...",200916人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2408623752.jpg,"
                            导演: 安东尼·明格拉 Anthony Minghella   主演: 拉尔夫·费因斯 Ralph Fien...,
                            1996 / 美国 英国 / 爱情 剧情 战争
                        ",英国病人,243,8.5
出门必备：本草纲目。,151976人评价,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p465687407.jpg,"
                            导演: 西恩·潘 Sean Penn   主演: 埃米尔·赫斯基 Emile Hirsch / 马西娅·...,
                            2007 / 美国 / 冒险 传记 剧情
                        ",荒野生存,244,8.6
生命不止，摇滚不死。,186844人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p769608791.jpg,"
                            导演: 理查德·柯蒂斯 Richard Curtis   主演: 比尔·奈伊 Bill Nighy / 肯尼...,
                            2009 / 英国 德国 法国 / 剧情 喜剧 音乐
                        ",海盗电台,245,8.6
一个人的独角戏。,168362人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2207673534.jpg,"
                            导演: 罗伯特·泽米吉斯 Robert Zemeckis   主演: 汤姆·汉克斯 Tom Hanks / ...,
                            2000 / 美国 / 冒险 剧情
                        ",荒岛余生,246,8.5
,260131人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2236181653.jpg,"
                            导演: 乔治·米勒 George Miller   主演: 汤姆·哈迪 Tom Hardy / 查理兹·塞...,
                            2015 / 澳大利亚 美国 / 动作 科幻 冒险
                        ",疯狂的麦克斯4：狂暴之路,247,8.6
一群演技精湛的戏骨，奉献出一个精致的黑帮小品，成就杜琪峰群戏的巅峰之作。,122402人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1538646661.jpg,"
                            导演: 杜琪峰 Johnnie To   主演: 吴镇宇 Francis Ng / 任达华 Simon Yam / ...,
                            1999 / 香港 / 剧情 动作 犯罪
                        ",枪火,248,8.7
热血沸腾，相当完美的娱乐拳击大餐。,101978人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1145536386.jpg,"
                            导演: 加文·欧康诺 Gavin O'Connor   主演: 汤姆·哈迪 Tom Hardy / 乔尔·...,
                            2011 / 美国 / 剧情 运动 家庭
                        ",勇士,249,8.9
上承《银翼杀手》，下启《黑客帝国》。,75688人评价,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910922395.jpg,"
                            导演: 押井守 Mamoru Oshii   主演: 田中敦子 Atsuko Tanaka / 大冢明夫 Akio...,
                            1995 / 日本 / 动作 科幻 动画
                        ",攻壳机动队,250,8.9
,,,,,,